ID User,Name,Book,Review,Comment
28433681,Tiểu Chồn,Tôi Thấy Hoa Vàng Trên Cỏ Xanh,"Phải đến chục năm rồi mới lại đọc truyện của chú Ánh, mà cuốn này cũng là cuốn duy nhất của chú mà mình đọc tới đọc lui tới vài lần, xem xem chú có ý gì khi đưa những tình tiết, nhân vật đó vào chỗ này chỗ kia. Lúc đầu mình cũng tính than phiền nhiều việc-vật-người không được khai thác triệt để, không có ý nghĩa biểu tượng văn chương này nọ, nhưng rồi tự mắng mình không đâu suy nghĩ phức tạp quá. Truyện giống như là nhặt nhạnh đôi ba ngày bình thường trong cuộc đời của Thiều để kể lại, những hàn",Hạnh viết giống những chi tau nghĩ quá.
24011695,May,Tôi Thấy Hoa Vàng Trên Cỏ Xanh,Remind me of Minh Anh letting me borrow this. She is a big of Nguyan Nhat Anh. It is just cool you remembering how things are playing around when you are with a book.,no
32948094,NGAN KHANH,Tôi Thấy Hoa Vàng Trên Cỏ Xanh,Remind me of Minh Anh letting me borrow this. She is a big of Nguyan Nhat Anh. It is just cool you remembering how things are playing around when you are with a book.,Pardon me?
28799006,Ha Truong,Tôi Thấy Hoa Vàng Trên Cỏ Xanh,"Cố đọc, nhưng không cố được. Nói chung thì mình mãi vẫn không thể thấy văn chương Nguyễn Nhật Ánh cuốn hút mình, hay thì có, nhưng thực sự cuốn hút mình thì không, nên mình không đọc hết tác phẩm. Nguyễn Nhật Ánh, cuốn sách nào cũng một màu như thế, người ta coi đó là phong cách của ông, còn mình chỉ thấy không mới mẻ, hấp dẫn.",nhẹ nhàng cho mấy em nhỏ đọc :)
75313142,Nga Nguyễn Phương,Tôi Thấy Hoa Vàng Trên Cỏ Xanh,"Tuổi thơ chợt như ùa về khi đọc những trang sách của Nguyễn Nhật Ánh. Lần đầu tiên tôi đọc một cuốn sách mà cảm thấy nó có sức thu hút như thế, tôi đọc như không muốn rời mắt khỏi nó. những kỷ niệm một thời chơi ""đá gà"", đi bát ve hiện về trong tôi. nhẹ nhàng mà đầy cảm xúc. Cả cuốn sách là tợp hợp của những mối quan hệ sâu sắc: là tình anh em gắn bó giữa Thiều-một người anh nóng tính nhưng giàu tỉnh cảm- và người em Tường - một đứa em hiền lành nhưng rất thông minh, đẹp trai và hết mực yêu thươ","lend me this book, pleaseeeeee!"
21726631,Quocuongvl,Tôi Thấy Hoa Vàng Trên Cỏ Xanh,"Kết thúc khá gượng. Có thể là vì mình đã qua thời trẻ con luôn đòi hỏi mỗi câu chuyện đều phải có kết cục happy-ending nên mình thấy những tác phẩm về sau này của Nguyễn Nhật Ánh viết không được tự nhiên như hồi Bông hồng xứ khác, Mắt biếc... Tạng đọc của mình đã thay đổi hoặc sự duy trì cách khai thác đề tài cũng như lối viết của nhà văn đã không còn hấp dẫn với mình (như trước) nữa.",lam sao đọc được sách vậy bạn ?
15164460,Xuân Quỳnh,Tôi Thấy Hoa Vàng Trên Cỏ Xanh,"Kết thúc khá gượng. Có thể là vì mình đã qua thời trẻ con luôn đòi hỏi mỗi câu chuyện đều phải có kết cục happy-ending nên mình thấy những tác phẩm về sau này của Nguyễn Nhật Ánh viết không được tự nhiên như hồi Bông hồng xứ khác, Mắt biếc... Tạng đọc của mình đã thay đổi hoặc sự duy trì cách khai thác đề tài cũng như lối viết của nhà văn đã không còn hấp dẫn với mình (như trước) nữa.","Quocuongvl wrote: ""lam sao đọc được sách vậy bạn ?""Bạn đọc trên mạng hoặc mua sách. Goodreads thỉnh thoảng mới có ebook miễn phí, còn lại hầu như là review và giới thiệu sách cho mình thôi!"
44804249,Truong An,Tôi Thấy Hoa Vàng Trên Cỏ Xanh,"""Lặng im ta nói Cuội nghe Ở cung trăng mãi làm chi Bóng trăng trắng ngà có cây đa to Có thằng Cuội già ôm một mối mơ""Love and love child's mind. In this world, they are not always too kind people but they live and behave as they are. Just because deep in every heart slumbers a dream",so meaningful :3
111280745,Sanna,Cô Gái Đến Từ Hôm Qua,"Tuổi thơ tui có hai vết sẹo. Một của Harry Potter và cái còn lại của Việt An.Với tui, ""Cô gái đến từ hôm qua"" là cuốn truyện hay nhất trong tuyển tập Nguyễn Nhật Ánh. Đây cũng là cuốn truyện mà tui đã có thể đọc lại đến hai lần. Lần đầu đọc cảm xúc mới nguyên, và ở độ tuổi mới lớn nên thấy mọi tình tiết trong truyện, tình cảm nhân vật thật hay ho, mới mẻ khiến mình ao ước được trải qua một chuyện tình lãng mạn như vậy, có được thằng bạn như vậy. Hào hứng. Lần thứ hai đọc lại, ở một giai đoạn trả",cho hoi lam sao de tai a
52341599,Tuyet,Cô Gái Đến Từ Hôm Qua,"3,5 sao.Cuốn này mình đọc từ lâu lắm rồi, dạo gần đây mới đọc lại. Cách viết có duyên, dùng từ lôi cuốn, là thế mạnh của nhà văn Nguyễn Nhật Ánh, nhưng bản chất câu chuyện cũng khá đơn giản, không quá đặc sắc.Edit: năm sau có phim rồi, không biết có tạo nên cơn sốt gì không đây :)","Mình muốn hỏi một chút, bây giờ đọc lại truyện của chú Nguyễn Nhật Ánh bạn có cảm giác khác khi bé đọc ko? Không hiểu sao giờ mình không có đủ kiên nhẫn đọc hết một cuốn truyện khi đọc lại, dù ngày xưa rất thích."
29399837,Minh Nhân Nguyễn,Cô Gái Đến Từ Hôm Qua,"3,5 sao.Cuốn này mình đọc từ lâu lắm rồi, dạo gần đây mới đọc lại. Cách viết có duyên, dùng từ lôi cuốn, là thế mạnh của nhà văn Nguyễn Nhật Ánh, nhưng bản chất câu chuyện cũng khá đơn giản, không quá đặc sắc.Edit: năm sau có phim rồi, không biết có tạo nên cơn sốt gì không đây :)","snow wrote: ""Mình muốn hỏi một chút, bây giờ đọc lại truyện của chú Nguyễn Nhật Ánh bạn có cảm giác khác khi bé đọc ko? Không hiểu sao giờ mình không có đủ kiên nhẫn đọc hết một cuốn truyện khi đọc lại, dù ngày...""Mình cũng giống y như bạn đấy. Cuốn này mình đọc lần đầu hồi cấp 1, cấp 2 cùng với mấy cuốn khác của Nguyễn Nhật Ánh. Lúc đó đọc cảm thấy rất hay nhưng dạo gần đây đọc lại thì thấy nó hơi nhạt, mình thấy điều đó cũng tất nhiên thôi vì mình không còn ở lứa tuổi của cuốn sách nhắm đến, chứ mấy em học sinh bây giờ đọc mình nghĩ cũng sẽ thích những cuốn như thế này như mình hồi trước thôi."
52341599,Tuyet,Cô Gái Đến Từ Hôm Qua,"3,5 sao.Cuốn này mình đọc từ lâu lắm rồi, dạo gần đây mới đọc lại. Cách viết có duyên, dùng từ lôi cuốn, là thế mạnh của nhà văn Nguyễn Nhật Ánh, nhưng bản chất câu chuyện cũng khá đơn giản, không quá đặc sắc.Edit: năm sau có phim rồi, không biết có tạo nên cơn sốt gì không đây :)","Thôi cũng mừng, chắc là do mình đã trưởng thành. Haha. Kinh nghiệm là tuổi nào đọc sách tuổi đó, cơ hội qua, sau có đọc cũng ko còn có đc niềm hạnh phúc vì sách hay nữa."
29399837,Minh Nhân Nguyễn,Cô Gái Đến Từ Hôm Qua,"3,5 sao.Cuốn này mình đọc từ lâu lắm rồi, dạo gần đây mới đọc lại. Cách viết có duyên, dùng từ lôi cuốn, là thế mạnh của nhà văn Nguyễn Nhật Ánh, nhưng bản chất câu chuyện cũng khá đơn giản, không quá đặc sắc.Edit: năm sau có phim rồi, không biết có tạo nên cơn sốt gì không đây :)","snow wrote: ""Thôi cũng mừng, chắc là do mình đã trưởng thành. Haha. Kinh nghiệm là tuổi nào đọc sách tuổi đó, cơ hội qua, sau có đọc cũng ko còn có đc niềm hạnh phúc vì sách hay nữa.""Chính xác :). Nhiều người khi nhìn lại những thứ mình từng thích nay không còn hay, còn đẹp như trong hình dung nữa thì lại quay sang chê cười, chế giễu. Nhưng đối với mình thì đó luôn là những kỷ niệm đẹp, quý giá, nhờ có nó mà mình không thấy lãng phí tuổi thơ của mình :)."
52341599,Tuyet,Cô Gái Đến Từ Hôm Qua,"3,5 sao.Cuốn này mình đọc từ lâu lắm rồi, dạo gần đây mới đọc lại. Cách viết có duyên, dùng từ lôi cuốn, là thế mạnh của nhà văn Nguyễn Nhật Ánh, nhưng bản chất câu chuyện cũng khá đơn giản, không quá đặc sắc.Edit: năm sau có phim rồi, không biết có tạo nên cơn sốt gì không đây :)",Cũng nhờ có những thứ đã làm ở quá khứ mà tạo nên con người chúng ta hôm nay :)
59662440,Hiếu Đỗ,Cô Gái Đến Từ Hôm Qua,"Hôm nọ vừa ngồi nói chuyện về bộ phim sắp ra mắt này. Bộ phim làm lại từ cuốn sách mà ngày nhỏ mình yêu thích nhất thế là trưa nay rảnh rỗi ngồi đọc. Cảm xúc vẫn như xưa, nhưng ở tuổi mình, nó lại đẹp đẽ ở một nhẽ khác.Mình có nhớ những dạo hè chỉ nằm nhà rồi đọc truyện của chú. rồi ngồi đợi nó ra từng phần một để mua. Mình nhớ rằng mình cũng muốn có một người con gái giống như Tiểu Ly thế nào. Rồi cũng chính từ cái truyện này mà mình áp dụng luôn cho cách tán gái của mình: ""theo tình tình trốn,",Phim này đang quay ở quê mình nên cũng mong chờ lắm. Một phần vì là sách của chú Ánh một phần vì được quay ở quê. Hóng lắm ngày ra rạp :)
88250954,Quang Quang,Cô Gái Đến Từ Hôm Qua,"Đọc vài tác phẩm của Nguyenx Nhật Ánh, thì tôi thấy vẻ như quyển này là mang không khí tươi sáng hơn cả. Và cái kết nhẹ nhàng cũng khiến tôi mỉm cười suốt cái hôm kết thúc quyển này. Nhiều người chê Nguyễn Nhật Ánh viết không đem lại giá trị gì. Tôi không phủ nhận việc truyện của Nguyễn Nhật Ánh thường không đem lại giá trị tri thức gì cho người đọc, tuy nhiên giá trị tinh thần lại rất cao. Tôi cảm thấy được thoải mái tâm hồn sau mỗi tác phẩm của ông. Vả lại, ai đọc sách xong mà chẳng quên ít nh",Đồng ý với bạn nha!
43976309,Tulip,Cô Gái Đến Từ Hôm Qua,"Sách tuy dày, nhưng ít chữ, đọc vèo cái là hết.Nhân vật tôi trong truyện Nguyễn Nhật Ánh như thường thấy, vẫn là kiểu con trai ngây thơ, si tình, tự nguyện để con gái dắt mũi. Con trai như thế bây cho vào sách đỏ được rồi. Còn con gái như Việt An, tuy cá tính và hay bắt nạt ""tôi"" nhưng so với con gái bây giờ vẫn còn hiền lành chán =)).Con gái thời nay lắm trò, lắm chiêu mà con trai không cẩn thận là sập bẫy.Nhưng biết làm sao được, gái thì phải có bạn trai, mà trai thì phải tìm bạn gái, nên ngoà","Haha kiểu con trai như vậy ko ít đâu, chẳng qua chị em ko phát hiện ra thôi :3 với cả chắc gì chị em hiện nay đã thích động vật quý hiếm :v"
53315882,Duyên  Đỗ,Cô Gái Đến Từ Hôm Qua,"Sách tuy dày, nhưng ít chữ, đọc vèo cái là hết.Nhân vật tôi trong truyện Nguyễn Nhật Ánh như thường thấy, vẫn là kiểu con trai ngây thơ, si tình, tự nguyện để con gái dắt mũi. Con trai như thế bây cho vào sách đỏ được rồi. Còn con gái như Việt An, tuy cá tính và hay bắt nạt ""tôi"" nhưng so với con gái bây giờ vẫn còn hiền lành chán =)).Con gái thời nay lắm trò, lắm chiêu mà con trai không cẩn thận là sập bẫy.Nhưng biết làm sao được, gái thì phải có bạn trai, mà trai thì phải tìm bạn gái, nên ngoà","hìhì, review này chỉ là một phút nông nổi của em thôi, chứ thực ra em cũng chưa có nhiều kiến thức sâu rộng về con trai đâu ạ =]"
4936921,Kien,Cô Gái Đến Từ Hôm Qua,Trách mình đã đọc quá nhiều truyện tuổi teen mà không tận hưởng được cái sự ngạc nhiêm vỡ oà trong hạnh phúc khi nhận ra hai cô bé ấy là một. Cơ mà không thể phủ nhận được cảm giác hưởng thụ sung sướng đến cong cong khoé môi mỗi khi đọc truyện này. Cũng đã hết teen 2 năm rồi cơ đấy. :(,"truyen nay doc hoi lop 10 doc 2 chap dau cung doan 2 con day la mot lol den cuoi cung cha co j ngac nhiendoc ""con chut gi de nho"" di :3"
21220499,Mai Ngoc,Cô Gái Đến Từ Hôm Qua,Trách mình đã đọc quá nhiều truyện tuổi teen mà không tận hưởng được cái sự ngạc nhiêm vỡ oà trong hạnh phúc khi nhận ra hai cô bé ấy là một. Cơ mà không thể phủ nhận được cảm giác hưởng thụ sung sướng đến cong cong khoé môi mỗi khi đọc truyện này. Cũng đã hết teen 2 năm rồi cơ đấy. :(,":""> aiyoo, nhận ra sớm thế cơ à. Lúc đầu đọc cứ ngờ ngợ thôi, càng về sau mới càng chắc chắn haha. Cảm ơn đã recommend book nha. Để kiếm đọc liền ;))"
75204781,Đỗ Vương,Cô Gái Đến Từ Hôm Qua,"Đáng yêu gần chết : ))Mà phục chị VTC now thật, có những đoạn nghe thôi còn phụt cười, không biết mấy chị xoay xở sao mà bình tĩnh đọc tiếp : DVTC Now Cô gái đến từ hôm qua",Họ cười chán rồi mới đọc ấy mà :))
32948094,NGAN KHANH,Cô Gái Đến Từ Hôm Qua,"Đáng yêu gần chết : ))Mà phục chị VTC now thật, có những đoạn nghe thôi còn phụt cười, không biết mấy chị xoay xở sao mà bình tĩnh đọc tiếp : DVTC Now Cô gái đến từ hôm qua","Giọng cute lắm~ có mấy đoạn chị ý nghỉ một lúc lâu, chắc đang gồng : }"
71472305,Deadpool's,Cô Gái Đến Từ Hôm Qua,"Lần thứ hai đọc lại cuốn này. Nếu lần đầu mình đọc nó, cảm giác là chờ đợi. Chờ đợi một tình cảm trong sáng dễ thương ấy.Lần thứ hai, khi đã đi dài hơn đến giai đoạn này, thì mình lại đọc nó để ""trở về"". Trở về là một cô gái với những mơ mộng trong veo ngày nào. Để một lần nữa chờ đợi một người có thể yêu thương mình theo cách ""truyền thống"" ấy. Chất của Nguyễn Nhật Ánh vẫn thế. Bác vẫn hướng về việc mô tả những nét nhẹ nhàng thuở xưa, những giá trị nhân văn ngày nào và cái cuộc sống giản dị của",lam the nao de doc quyen nay ha moi nguoi?
42786540,Khanhie Nguyen,Cô Gái Đến Từ Hôm Qua,"Lối viết giản dị, gần gũi. Vô cùng đáng yêu của tuổi học trò. ",cún này đọc dui nè
101662668,Thy Nguyen,Cô Gái Đến Từ Hôm Qua,"Lối viết giản dị, gần gũi. Vô cùng đáng yêu của tuổi học trò. ","M có sách gì hay, suggest t đọc chung coi :))"
42786540,Khanhie Nguyen,Cô Gái Đến Từ Hôm Qua,"Lối viết giản dị, gần gũi. Vô cùng đáng yêu của tuổi học trò. ",https://www.goodreads.com/book/show/3... này đọc được nè m
94602571,Nhật Minh,Cô Gái Đến Từ Hôm Qua,Dễ thương ghê đọc xong thấy nhớ cảnh hồi lâu đi học kinh khủng :)),=)) sao vô tình gặp mày ở đây?
117540505,Đức Phạm,Cô Gái Đến Từ Hôm Qua,"3🌟/5Một cuốn truyện nhẹ nhàng, hợp để đọc thư giãn. Điều mình thích nhất là thông điệp về chữ ""duyên"" trong cuốn sách. Nếu có duyên thì dù điều gì xảy ra đi chăng nữa, con người chắc chắn sẽ trở về bên nhau. Mình rất ngưỡng mộ tình cảm của nhân vật nam chính Thư và cô bạn cùng lớp, một mối tình nhẹ nhàng, trong sáng và vô tư. Ở hiện tại khi điều gì cũng gấp gáp và hối hả, mình thèm cái cảm giác yêu nhau chầm chậm như thế.Tuy nhiên mình cũng không đánh giá quá cao cuốn này, chỉ dừng lại ở mức 3 đ",Có quyển nào của Nguyễn Nhật Ánh mà bạn đọc rồi và được trên 3 sao không bạn ^_^
117538048,Thu Phương ,Cô Gái Đến Từ Hôm Qua,"3🌟/5Một cuốn truyện nhẹ nhàng, hợp để đọc thư giãn. Điều mình thích nhất là thông điệp về chữ ""duyên"" trong cuốn sách. Nếu có duyên thì dù điều gì xảy ra đi chăng nữa, con người chắc chắn sẽ trở về bên nhau. Mình rất ngưỡng mộ tình cảm của nhân vật nam chính Thư và cô bạn cùng lớp, một mối tình nhẹ nhàng, trong sáng và vô tư. Ở hiện tại khi điều gì cũng gấp gáp và hối hả, mình thèm cái cảm giác yêu nhau chầm chậm như thế.Tuy nhiên mình cũng không đánh giá quá cao cuốn này, chỉ dừng lại ở mức 3 đ","Đức wrote: ""Có quyển nào của Nguyễn Nhật Ánh mà bạn đọc rồi và được trên 3 sao không bạn ^_^""Vấn đề là mình đọc rất ít Nguyễn Nhật Ánh bạn ơi nó cứ không hợp =)))"
19572299,Võ Quyên,Cô Gái Đến Từ Hôm Qua,"Nội dung vui vẻ, đề cập đến tình cảm tuổi học trò trong sáng và nhẹ nhàng, có kết thúc có hậu( điều ít thấy trong các truyện dài của Nguyễn Nhật Ánh). Một trong những truyện mình thích nhất của tác giả.",bạn ơi cho mình hỏi làm cách nào có thể đọc được truyện vậy.
104895498,Minh Thư,Tôi Là Bêtô,"""Bạn thấy chưa, càng lớn tuổi, con người ta càng ít nói đi. Họ nghĩ nhiều hơn""---""Các bậc có tuổi thường nghĩ chán rồi mới làm. Có khi nghĩ chán rồi chả thèm làm gì hết. Còn ở tuổi của hắn, và của tôi nữa, muốn làm gì là làm ngay.""---Ngay cả khi hình ảnh đó tan vỡ (theo kiểu tan vỡ của một ý tưởng hay của một mối tình đầu) thì tôi vẫn không tìm thấy lý do gì để không yêu những mảnh vỡ đó.---Có lần nào đó trong đời nếu bạn bất chợt bắt gặp điều gì vừa xa xôi lại vừa gần gũi và cais điều rất đỗi m",(ban sai chinh ta o doan 4 dong 2). Cảm ơn bạn vì các trích dẫn
52619332,Tăng Yến,Tôi Là Bêtô,"Hồi đầu năm, bạn nữ năm xưa của mình đi lấy chồng. Sau một hồi rình mò trên fb, mình thấy bạn nam có vẻ đúng chuẩn tuýp mà bạn nữ thích. Mình dĩ nhiên đếch thuộc tuýp ấy, đầu thai thêm lần nữa cũng ko thuộc 🙄Tất lẽ dĩ ngẫu, mình chọn cuốn này làm cuốn đọc trọn vẹn đầu tiên trong năm ko liên quan gì tới gấu chó hay người yêu ko có nhưng chó phải có một con.Mình thề 🙄🙄",Mấy review của anh hài dã man
43605909,B,Tôi Là Bêtô,"Hồi đầu năm, bạn nữ năm xưa của mình đi lấy chồng. Sau một hồi rình mò trên fb, mình thấy bạn nam có vẻ đúng chuẩn tuýp mà bạn nữ thích. Mình dĩ nhiên đếch thuộc tuýp ấy, đầu thai thêm lần nữa cũng ko thuộc 🙄Tất lẽ dĩ ngẫu, mình chọn cuốn này làm cuốn đọc trọn vẹn đầu tiên trong năm ko liên quan gì tới gấu chó hay người yêu ko có nhưng chó phải có một con.Mình thề 🙄🙄","Oh yeah, say oh yeah :v :v"
28824397,Trung Phạm,Tôi Là Bêtô,"okay okay thực ra đánh giá đúng khách quan thì tầm 3 sao, BUTTTTT IT IS A BOOK ABOUR DOGS, DOGS GUYS :))) So a 4 star for sure :(((( Mặc dù mình là #teammèo nh mình thích tất cả nh gì về chó :))) HAY LẮM CÁC BẠN ƠI ĐỌC NHÉ ĐẶC BIỆT NH CHẾ NÀO NUÔI PETS NHA :))",":))) haha quyển 4* thì cho 3*, quyển 3* thì cho 4*."
82952407,Thien Ha,Tôi Là Bêtô,"okay okay thực ra đánh giá đúng khách quan thì tầm 3 sao, BUTTTTT IT IS A BOOK ABOUR DOGS, DOGS GUYS :))) So a 4 star for sure :(((( Mặc dù mình là #teammèo nh mình thích tất cả nh gì về chó :))) HAY LẮM CÁC BẠN ƠI ĐỌC NHÉ ĐẶC BIỆT NH CHẾ NÀO NUÔI PETS NHA :))",Me mình không cho cô a. :(
82952407,Thien Ha,Tôi Là Bêtô,"okay okay thực ra đánh giá đúng khách quan thì tầm 3 sao, BUTTTTT IT IS A BOOK ABOUR DOGS, DOGS GUYS :))) So a 4 star for sure :(((( Mặc dù mình là #teammèo nh mình thích tất cả nh gì về chó :))) HAY LẮM CÁC BẠN ƠI ĐỌC NHÉ ĐẶC BIỆT NH CHẾ NÀO NUÔI PETS NHA :))",@pan Luckily you delete your comments
38637793,Hà Nguyệt  Linh,Tôi Là Bêtô,"Cuốn sách này trở thành cuốn ""xông sách"" bất đắc dĩ cho năm 2017 của mình vì nó ngắn tũn, và đáng yêu quá thể. Đọc hết veo lúc nào không hay và suýt nữa còn... hóa chó thật vì cái trò chơi ""Tên tôi là..."" của chúng nó ở cuối sách =__________= Có lẽ đây là cuốn ổn nhất của bác Ánh mà mình đã đọc. Thực ra, trong sách có vài đoạn triết lí như thể được viết để dự báo cho lũ trẻ con - có thể còn đang hồn nhiên như những con cún - cái tai nghiệt của việc làm người-đúng-điệu. Mình ấn tượng nhất là câu:",Giờ mới rated là xaooooo?
43756219,Tô,Tôi Là Bêtô,"Cuốn sách này trở thành cuốn ""xông sách"" bất đắc dĩ cho năm 2017 của mình vì nó ngắn tũn, và đáng yêu quá thể. Đọc hết veo lúc nào không hay và suýt nữa còn... hóa chó thật vì cái trò chơi ""Tên tôi là..."" của chúng nó ở cuối sách =__________= Có lẽ đây là cuốn ổn nhất của bác Ánh mà mình đã đọc. Thực ra, trong sách có vài đoạn triết lí như thể được viết để dự báo cho lũ trẻ con - có thể còn đang hồn nhiên như những con cún - cái tai nghiệt của việc làm người-đúng-điệu. Mình ấn tượng nhất là câu:",Thì tại vì hồi chiều mới có sách để mượn đọc :(( Nói láo chết luôn :< Đọc muộn hơn người ta nên tí nữa sẽ viết rv có rễ có cành :3
38637793,Hà Nguyệt  Linh,Tôi Là Bêtô,"Cuốn sách này trở thành cuốn ""xông sách"" bất đắc dĩ cho năm 2017 của mình vì nó ngắn tũn, và đáng yêu quá thể. Đọc hết veo lúc nào không hay và suýt nữa còn... hóa chó thật vì cái trò chơi ""Tên tôi là..."" của chúng nó ở cuối sách =__________= Có lẽ đây là cuốn ổn nhất của bác Ánh mà mình đã đọc. Thực ra, trong sách có vài đoạn triết lí như thể được viết để dự báo cho lũ trẻ con - có thể còn đang hồn nhiên như những con cún - cái tai nghiệt của việc làm người-đúng-điệu. Mình ấn tượng nhất là câu:","Tui cũng thích đoạn cuối :(( Nghe nó xúi tự gọi tên mình thì cũng rú lên, xong rồi yên lặng lắng nghe dư âm đồ :""("
67550103,Hiệp Lê Tuấn,Tôi Là Bêtô,Dễ thương lắm á =))))),Mình cũng mới đọc cuốn này gần đây. Các cậu ấy vẫn luôn tuyệt vời như thế nhỉ? Nhiều lúc thực sự chỉ muốn sống như một chú cún mà thôi.
98477702,Cofwithoutsug,Tôi Là Bêtô,Dễ thương lắm á =))))),"Hiệp wrote: ""Mình cũng mới đọc cuốn này gần đây. Các cậu ấy vẫn luôn tuyệt vời như thế nhỉ? Nhiều lúc thực sự chỉ muốn sống như một chú cún mà thôi."" Có lẽ đây là 1 trong số ít những cuốn mà mình thích của NNA =)))))"
65626306,Nhóm 5 vui vẻ_ bá đạo,Tôi Là Bêtô,Đây là một trong những cuốn sách nổi tiếng của nhà văn Nguyễn Nhật Ánh. Cuốn sách nói về một tình bạn đẹp giữa 2 chú chó,"cuốn tôi là Beeto của Nguyễn Nhật Ánh nói lên tnhf bạn đẹp giữa hai chú chó với nha. Trong cuốn sách này, tác giả đã hóa thân thành một chú chó để kể về tnhf yêu thương giữa gia đình chị Ni với chú chó Beto-tình yêu thương giữa người và động vật và tình bạn giữa động vật với nhau nữa chứ!"
21726631,Quocuongvl,Có Hai Con Mèo Ngồi Bên Cửa Sổ,"Lâu lắm mới đọc lại chú Ánh và lần này không còn cảm thấy gượng khi đọc văn chú, khác hẳn so với Cho tôi xin một vé đi tuổi thơ hay Tôi là Bêtô (2 cuốn gần nhất mà mình đọc NNA). Truyện nhẹ nhàng, giản dị đến có phần ngô nghê như dụ trẻ con, nhưng nội dung thì lại dễ dàng dụ người lớn vừa đọc vừa cười khúc khích. Đáng yêu ra phết. Mèo-chuột-chim sống trong một lâu đài, vừa cổ tích, vừa ngụ ngôn mà cũng vừa đời thường ra phết. Cổ tích ở tòa lâu đài với hoàng hậu, nhà vua, rồi thì lại công chúa. N",làm sao đọc được sách vậy bạn ?
5297824,Cmeo,Có Hai Con Mèo Ngồi Bên Cửa Sổ,"Lâu lắm mới đọc lại chú Ánh và lần này không còn cảm thấy gượng khi đọc văn chú, khác hẳn so với Cho tôi xin một vé đi tuổi thơ hay Tôi là Bêtô (2 cuốn gần nhất mà mình đọc NNA). Truyện nhẹ nhàng, giản dị đến có phần ngô nghê như dụ trẻ con, nhưng nội dung thì lại dễ dàng dụ người lớn vừa đọc vừa cười khúc khích. Đáng yêu ra phết. Mèo-chuột-chim sống trong một lâu đài, vừa cổ tích, vừa ngụ ngôn mà cũng vừa đời thường ra phết. Cổ tích ở tòa lâu đài với hoàng hậu, nhà vua, rồi thì lại công chúa. N",mua sách ở ngòai nhà sách rồi đọc nhé :)
21726631,Quocuongvl,Có Hai Con Mèo Ngồi Bên Cửa Sổ,"Lâu lắm mới đọc lại chú Ánh và lần này không còn cảm thấy gượng khi đọc văn chú, khác hẳn so với Cho tôi xin một vé đi tuổi thơ hay Tôi là Bêtô (2 cuốn gần nhất mà mình đọc NNA). Truyện nhẹ nhàng, giản dị đến có phần ngô nghê như dụ trẻ con, nhưng nội dung thì lại dễ dàng dụ người lớn vừa đọc vừa cười khúc khích. Đáng yêu ra phết. Mèo-chuột-chim sống trong một lâu đài, vừa cổ tích, vừa ngụ ngôn mà cũng vừa đời thường ra phết. Cổ tích ở tòa lâu đài với hoàng hậu, nhà vua, rồi thì lại công chúa. N",vậy sách ở đây chỉ có tính chất quảng cáo hình ảnh thui hả bạn ?
5297824,Cmeo,Có Hai Con Mèo Ngồi Bên Cửa Sổ,"Lâu lắm mới đọc lại chú Ánh và lần này không còn cảm thấy gượng khi đọc văn chú, khác hẳn so với Cho tôi xin một vé đi tuổi thơ hay Tôi là Bêtô (2 cuốn gần nhất mà mình đọc NNA). Truyện nhẹ nhàng, giản dị đến có phần ngô nghê như dụ trẻ con, nhưng nội dung thì lại dễ dàng dụ người lớn vừa đọc vừa cười khúc khích. Đáng yêu ra phết. Mèo-chuột-chim sống trong một lâu đài, vừa cổ tích, vừa ngụ ngôn mà cũng vừa đời thường ra phết. Cổ tích ở tòa lâu đài với hoàng hậu, nhà vua, rồi thì lại công chúa. N","Đây có phải là thư viện đâu. chỉ là trang mạng xh dành cho những ng yêu đọc sách lên review, giới thiệu, khoe những sách đã-đang-sẽ đọc thôi. Goodreads k chia sẻ epub nhé."
108231460,Triet Dinh,Có Hai Con Mèo Ngồi Bên Cửa Sổ,"Nói gì đây nhỉ, nói đây là một cuốn sách đáng yêu, bỏ lại mọi giáo điều khô cứng để đến với một không gian khác. Hay nói rằng chúng ta rồi sẽ lớn lên, rồi sẽ quên đi hoặc vứt bỏ những gì thuộc về tuổi nhỏ. Dù có nói gì, tôi cũng tiếc lắm khi câu chuyện ngắn quá, mà cuộc đời thì lại quá dài, nhất là ở những giai đoạn không đâu.","Một quyển sách vô cùng đáng yêu, một tình bạn trong sáng và tươi đẹp giữa mèo và chuột (Lý ra phải là kẻ thù của nhau). Chúng đã cùng giúp đỡ nhau, chia sẻ vui buồn cho nhau....Nhưng phần kết hơi buồn cho bạn mèo. Dù sao , quả thật là một câu chuyện thua vị và trong sáng :)"
87579572,Halo Phạm,Có Hai Con Mèo Ngồi Bên Cửa Sổ,"Truyện nhẹ nhàng, đáng yêu dễ thương. Vừa đời thường, vừa cổ tích. ","Đôi đang mất cảm giác về truyện cùa Bác Anh, bác tôi ạ."
90434292,Hiền Lê,Có Hai Con Mèo Ngồi Bên Cửa Sổ,"Truyện nhẹ nhàng, đáng yêu dễ thương. Vừa đời thường, vừa cổ tích. ",Tại bác đọc nhiều quá à?
